Amazon Turk ID,ProcessDataID,Experiment,Condition,Gender,Age,3. American Indian or Alaskan Native [Question: Which of the following best describes you? Select all that apply.],3. Asian or Asian American [Question: Which of the following best describes you? Select all that apply.],3. Black or African American [Question: Which of the following best describes you? Select all that apply.],3. Hispanic/Latino [Question: Which of the following best describes you? Select all that apply.],3. Native Hawaiian or Other Pacific Islander [Question: Which of the following best describes you? Select all that apply.],3. White [Question: Which of the following best describes you? Select all that apply.],4. Educational attainment,5. Undergraduate major field,5. Other (please specify): Specify [Question: Undergraduate major field],"6. Science (e.g., physics, chemistry, biology, geology) [Question: In which of the following fields of study have you taken postsecondary courses? Select all that apply.]","6. Engineering (e.g., chemical, civil, electrical, mechanical) [Question: In which of the following fields of study have you taken postsecondary courses? Select all that apply.]","6. Computer science (e.g., programming, interface design, data management) [Question: In which of the following fields of study have you taken postsecondary courses? Select all that apply.]","6. Mathematics (e.g., calculus, statistics) [Question: In which of the following fields of study have you taken postsecondary courses? Select all that apply.]",6. Education [Question: In which of the following fields of study have you taken postsecondary courses? Select all that apply.],6. None of the above [Question: In which of the following fields of study have you taken postsecondary courses? Select all that apply.],7. What is your first language?
A3LLOANE52R4LT,A3LLOANE52R4L,1,2,Male,33,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A3LYTS9S2XD704,A3LYTS9S2XD70,1,3,Male,32,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,-,-,"Computer science (e.g., programming, interface design, data management)",-,-,-,English
A3MAK5EFNKNO62,A3MAK5EFNKNO6,1,5,Female,30,-,-,-,-,-,White,Master’s degree,Other (please specify):,education,-,-,-,-,Education,-,english
A3MYTEE8WSEQ2Z,A3MYTEE8WSEQ2,1,1,Male,24,-,-,Black or African American,Hispanic/Latino,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A3NHJPE6326P9V,A3NHJPE6326P9,1,2,Female,25,-,-,Black or African American,-,-,-,Bachelor’s degree,Mathematics,,"Science (e.g., physics, chemistry, biology, geology)","Engineering (e.g., chemical, civil, electrical, mechanical)","Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",Education,-,english
A3O96HG5GHTPF4,A3O96HG5GHTPF,1,3,Female,30,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,-,-,"Computer science (e.g., programming, interface design, data management)",-,-,-,English
A3OW5EFQ5QFD19,A3OW5EFQ5QFD1,1,2,Female,30,-,-,Black or African American,-,-,-,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)","Engineering (e.g., chemical, civil, electrical, mechanical)",-,"Mathematics (e.g., calculus, statistics)",Education,-,English
A3P9OTCAYB6E9V,A3P9OTCAYB6E9,1,1,Female,28,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
A3Q2T4HO43G4EY,A3Q2T4HO43G4E,1,1,Female,38,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
A3QAETE7C7Z4R3,A3QAETE7C7Z4R,1,1,Male,29,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,-,-,"Computer science (e.g., programming, interface design, data management)",-,-,-,English
A3QC57KUVJP5EW,A3QC57KUVJP5E,1,4,Male,27,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
A3QUGJF2AN8TF2,A3QUGJF2AN8TF,1,1,Male,34,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)",-,-,-,English
A3QUIF68PT71SE,A3QUIF68PT71S,1,3,Male,34,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
A3QVZ4SZB79D8W,A3QVZ4SZB79D8,1,1,Male,26,-,Asian or Asian American,-,-,-,-,Master’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,chinese
A3RBA581BHJDR8,A3RBA581BHJDR,1,2,Female,31,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A3RIFUEQ95MR16,A3RIFUEQ95MR1,1,4,Male,30,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A3RL02A3JRAUS4,A3RL02A3JRAUS,1,1,Female,39,-,-,-,-,-,White,"Associate’s degree, occupational",No undergraduate major,,-,-,-,-,-,None of the above,English
A3S2R1NK6HZ9KP,A3S2R1NK6HZ9K,1,1,Female,33,-,-,-,-,-,White,Bachelor’s degree,Other (please specify):,Business Management,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A3SFPSMFRSRTB3,A3SFPSMFRSRTB,1,1,Female,37,-,-,-,-,-,White,"Associate’s degree, occupational","Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
A3SMQNSK314EFB,A3SMQNSK314EF,1,3,Male,23,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
A3TBLXSFWL44DU,A3TBLXSFWL44D,1,3,Female,27,-,-,-,-,-,White,"Associate’s degree, academic","Science or related fields (e.g., physical science, technology, engineering)",,-,-,"Computer science (e.g., programming, interface design, data management)",-,-,-,English
A3TQD8CNO16IZK,A3TQD8CNO16IZ,1,5,Female,36,-,Asian or Asian American,-,-,-,-,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",Education,-,English
A3TUJHF9LW3M8N,A3TUJHF9LW3M8,1,5,Female,27,-,-,-,-,-,White,Bachelor’s degree,Mathematics,,-,-,-,-,-,None of the above,English
A3TWYQENN82FJI,A3TWYQENN82FJ,1,4,Female,40,-,-,-,-,-,White,Master’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",Education,-,English
A3UCP8QT39UC3,A3UCP8QT39UC3,1,4,Female,40,-,-,-,Hispanic/Latino,-,-,Master’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,ENGLISH
A3UPZ88FI1EJC,A3UPZ88FI1EJC,1,1,Female,30,-,-,-,-,-,White,"Associate’s degree, occupational","Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,-,-,-,English
A3UUH3632AI3ZX,A3UUH3632AI3Z,1,1,Female,33,-,-,-,-,-,White,"Associate’s degree, occupational",No undergraduate major,,-,-,-,-,-,None of the above,english
A3UV55HC87DO9C,A3UV55HC87DO9,1,2,Male,28,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,"Science (e.g., physics, chemistry, biology, geology)","Engineering (e.g., chemical, civil, electrical, mechanical)","Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",Education,-,English
A3V4RQCV749KKJ,A3V4RQCV749KK,1,3,Female,32,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
A3VHDQR8A9JJ4F,A3VHDQR8A9JJ4,1,3,Male,30,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,-,-,"Computer science (e.g., programming, interface design, data management)",-,-,-,English
A4J4GGMKJ68L0,A4J4GGMKJ68L0,1,1,Male,24,-,Asian or Asian American,-,-,-,-,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)","Engineering (e.g., chemical, civil, electrical, mechanical)","Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A4OVCB3307414,A4OVCB3307414,1,3,Male,35,American Indian or Alaskan Native,-,-,-,-,-,Bachelor’s degree,Mathematics,,-,-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
A58QOLDFC179Q,A58QOLDFC179Q,1,1,Male,32,-,-,-,Hispanic/Latino,-,-,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,english
A5LLSZG8YCAZF,A5LLSZG8YCAZF,1,2,Female,31,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,english
A64QXRDH94VAJ,A64QXRDH94VAJ,1,4,Female,35,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,-,-,-,-,-,None of the above,English
A6EJ7EU0KMGPL,A6EJ7EU0KMGPL,1,4,Male,32,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,-,-,"Computer science (e.g., programming, interface design, data management)",-,-,-,English
A7204W9E8IR1R,A7204W9E8IR1R,1,5,Female,28,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
A87D3K9YVKTQ7,A87D3K9YVKTQ7,1,3,Female,35,-,-,-,-,-,White,"Associate’s degree, occupational",No undergraduate major,,-,-,-,-,-,None of the above,English
A88QVXE9H03O8,A88QVXE9H03O8,1,4,Male,34,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,-,-,-,English
A89R5XGMHOTJE,A89R5XGMHOTJE,1,1,Female,24,-,Asian or Asian American,-,-,-,-,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,-,-,"Computer science (e.g., programming, interface design, data management)",-,-,-,English
A8X80EWHOF9RO,A8X80EWHOF9RO,1,3,Male,23,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,-,-,-,English
A95RHRMLHT89M,A95RHRMLHT89M,1,1,Male,24,-,-,Black or African American,-,-,-,"Associate’s degree, occupational","Science or related fields (e.g., physical science, technology, engineering)",,-,-,"Computer science (e.g., programming, interface design, data management)",-,-,-,English
A96EW0W9DVLJ6,A96EW0W9DVLJ6,1,4,Female,24,-,Asian or Asian American,-,-,-,-,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,-,-,-,-,-,None of the above,English
A9A2IX3OBORBE,A9A2IX3OBORBE,1,2,Female,32,-,-,-,-,-,White,"Associate’s degree, academic",No undergraduate major,,-,-,-,-,-,None of the above,english
A9HQ3E0F2AGVO,A9HQ3E0F2AGVO,1,1,Female,30,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,-,-,-,-,Education,-,English
A9LNXBA0NM7RA,A9LNXBA0NM7RA,1,4,Female,30,-,-,-,-,-,White,"Associate’s degree, occupational","Science or related fields (e.g., physical science, technology, engineering)",,-,-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
A9Z25VKRSKF8O,A9Z25VKRSKF8O,1,5,Male,33,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
AA402T4YY1S7N,AA402T4YY1S7N,1,1,Male,33,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,-,-,"Computer science (e.g., programming, interface design, data management)",-,-,-,English
AA4D4WHT4HBYW,AA4D4WHT4HBYW,1,4,Female,37,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
AA87I4LIAG09P,AA87I4LIAG09P,1,2,Female,25,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
AADRVG2QVZH75,AADRVG2QVZH75,1,2,Female,32,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
AAE1COF4E8740,AAE1COF4E8740,1,1,Male,24,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,-,-,-,English
AB66CTVQ90RCV,AB66CTVQ90RCV,1,3,Female,28,-,-,Black or African American,-,-,White,Master’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,english
ABB2ACLWPTA8C,ABB2ACLWPTA8C,1,5,Male,32,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,-,"Engineering (e.g., chemical, civil, electrical, mechanical)","Computer science (e.g., programming, interface design, data management)",-,-,-,English
ABOS7T84U3WNI,ABNJUVNHFVINU,1,5,Female,45,-,-,-,-,-,White,Bachelor’s degree,Other (please specify):,,-,-,-,-,Education,-,English
ABQ4JY52NCREZ,ABQ4JY52NCREZ,1,1,Male,36,-,-,-,-,-,White,Doctoral degree,"Humanities (e.g., literature, language, fine arts, law)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",Education,-,English
ABS83QIWSMZ9,ABS83QIWSMZ9_,1,5,Male,28,-,-,-,-,-,White,Master’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,-,-,-,-,-,None of the above,English
ABZD7CRM46SN,ABZD7CRM46SN_,1,5,Female,32,-,-,-,-,-,White,"Associate’s degree, occupational",Other (please specify):,,-,-,"Computer science (e.g., programming, interface design, data management)",-,-,-,english
ACDTQNYOT3GG8,ACDTQNYOT3GG8,1,3,Female,39,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
ACM3TPZKLE7WC,ACM3TPZKLE7WC,1,3,Female,23,-,-,-,Hispanic/Latino,-,-,"Associate’s degree, academic","Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)","Engineering (e.g., chemical, civil, electrical, mechanical)","Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
ACM87U430O96Z,ACM87U430O96Z,1,4,Female,28,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,-,-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",Education,-,English
ACSS93E03ZUGX,AD1ILDUXZHASF,1,5,Female,34,-,-,-,-,-,White,"Some college, no degree","Science or related fields (e.g., physical science, technology, engineering)",,-,-,-,-,-,None of the above,English
ADQ5G2XTCJBVY,ADQ5G2XTCJBVY,1,1,Female,34,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,-,-,-,-,-,None of the above,english
AE1YA7Q3UKPRI,AE1YA7Q3UKPRI,1,1,Female,34,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,-,Education,-,English
AE60SK1Y79RGK,AE60SK1Y79RGK,1,1,Female,22,-,-,-,Hispanic/Latino,-,-,Bachelor’s degree,Mathematics,,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
AEECEMJS22D2E,AEECEMJS22D2E,1,2,Male,31,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,-,-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",Education,-,English
AEIIVFPRTDGMK,AEIIVFPRTDGMK,1,3,Female,33,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,-,-,-,-,Education,-,English
AETIZKQNUSBLB,AETIZKQNUSBLB,1,1,Male,27,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,english
AEWPAZBYA7XE,AEWPAZBYA7XE_,1,1,Male,40,-,-,-,-,-,White,"Associate’s degree, occupational",Mathematics,,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
AFHQX92TMR40U,AFHQX92TMR40U,1,3,Female,27,American Indian or Alaskan Native,Asian or Asian American,-,Hispanic/Latino,-,-,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
AFKHZQ5SW7CSL,AFKHZQ5SW7CSL,1,3,Female,39,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,-,-,-,english
AFQKLIYNCVZTL,AFQKLIYNCVZTL,1,2,Male,38,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,-,-,-,-,-,None of the above,English
AG5PMV0NS3A44,AG5PMV0NS3A44,1,5,Female,30,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,-,-,-,english
AGA1PIIWM8I8D,AGA1PIIWM8I8D,1,1,Male,36,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
AGRKG3YT3KMD8,AGRKG3YT3KMD8,1,4,Male,32,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
AH00EJ6PK1H3A,AH00EJ6PK1H3A,1,4,Male,34,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
AH4MHB0B0PJMU,AH4MHB0B0PJMU,1,4,Male,26,-,-,Black or African American,-,-,-,Bachelor’s degree,Mathematics,,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
AH4QNMYBTB3PG,AH4QNMYBTB3PG,1,5,Female,30,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
AH56J7I291XL7,AH56J7I291XL7,1,4,Female,25,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,-,-,"Computer science (e.g., programming, interface design, data management)",-,Education,-,English
AHT8HA3JRWVGV,AHT8HA3JRWVGV,1,4,Female,32,-,-,-,Hispanic/Latino,-,White,"Associate’s degree, occupational",No undergraduate major,,-,-,-,-,-,None of the above,english
AHTZ9RQ6G5,AHTZ9RQ6G5_4f,1,3,Female,35,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,english
AIM6UIPPVF05M,AIM6UIPPVF05M,1,4,Male,37,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,-,-,-,-,-,None of the above,english
AIUKV0KVALMY6,AIUKV0KVALMY6,1,2,Female,32,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,english
AIW6QF7XRJF8M,AIW6QF7XRJF8M,1,3,Female,37,-,-,-,-,-,White,Master’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)","Engineering (e.g., chemical, civil, electrical, mechanical)",-,"Mathematics (e.g., calculus, statistics)",-,-,English
AJDWFBDGUPY14,AJDWFBDGUPY14,1,3,Female,37,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
AJMXUF6G3KDLP,AJMXUF6G3KDLP,1,5,Male,31,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
AJN3TSX8OTRO2,AJN3TSX8OTRO2,1,1,Male,38,-,-,-,-,-,White,"Associate’s degree, occupational",No undergraduate major,,-,-,-,-,-,None of the above,English
AJNQ2PBD07FKE,AJNQ2PBD07FKE,1,4,Female,31,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
AJRY9ALX8069Y,AJRY9ALX8069Y,1,2,Female,35,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
AJTKU0XJ7QTME,AJTKU0XJ7QTME,1,5,Female,27,-,-,-,-,-,White,Bachelor’s degree,Mathematics,,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",Education,-,English
AJWES6SFIP3AT,AJWES6SFIP3AT,1,3,Male,35,-,-,-,Hispanic/Latino,-,-,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,-,-,-,-,-,None of the above,English
AK3H5QRAROFGP,AK3H5QRAROFGP,1,5,Male,30,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,-,-,-,-,-,None of the above,English
AK8ONB60Q4RJ5,AK8ONB60Q4RJ5,1,4,Male,36,-,-,-,-,-,-,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
ALBORX1DBXFLC,ALBORX1DBXFLC,1,2,Female,33,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,-,-,-,-,-,None of the above,english
ALCVGNUURF8LQ,ALCVGNUURF8LQ,1,2,Female,27,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,english
ALDWVFR4I0V2D,ALDWVFR4I0V2D,1,2,Male,28,-,Asian or Asian American,-,-,-,-,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)","Engineering (e.g., chemical, civil, electrical, mechanical)","Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
ALLP45O3BDWYM,ALLP45O3BDWYM,1,2,Female,29,-,Asian or Asian American,Black or African American,-,-,-,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
ALQA6MTV0DLOJ,ALQA6MTV0DLOJ,1,4,Female,28,-,-,-,Hispanic/Latino,-,-,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,-,-,-,-,Education,-,English
AMHSZPFIQZKCP,AMHSZPFIQZKCP,1,2,Male,35,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
AMPMTF5IAAMK8,AMPMTF5IAAMK8,1,2,Male,36,-,-,-,-,-,White,Master’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,english
AMYRVTU53MLYO,AMYRVTU53MLYO,1,5,Male,31,-,-,-,-,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,-,-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
ANJJYKB47APL5,ANJJYKB47APL5,1,3,Female,29,-,-,-,Hispanic/Latino,-,-,"Associate’s degree, academic",No undergraduate major,,-,-,-,-,-,None of the above,English
ANXR3UB0Z3SB,ANXR3UB0Z3SB_,1,5,Male,28,-,Asian or Asian American,-,-,-,White,Master’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)","Engineering (e.g., chemical, civil, electrical, mechanical)","Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,English
AO8GF80JX57Z6,AO8GF80JX57Z6,1,2,Male,26,-,-,-,Hispanic/Latino,-,White,Bachelor’s degree,"Science or related fields (e.g., physical science, technology, engineering)",,-,-,-,-,-,None of the above,english
AOFJMV385F7JA,AOFJMV385F7JA,1,1,Female,33,-,-,-,-,-,White,"Associate’s degree, occupational",No undergraduate major,,-,-,-,-,-,None of the above,english
AOIR8V07FYMH5,AOIR8V07FYMH5,1,5,Male,31,-,-,-,-,-,White,High school graduate or equivalent,No undergraduate major,,-,-,-,-,-,None of the above,English
AOVG0S0BE5AOW,AOVG0S0BE5AOW,1,3,Female,39,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
AP37QQ9AABSY9,AP37QQ9AABSY9,1,3,Female,30,-,Asian or Asian American,-,-,-,-,Bachelor’s degree,Other (please specify):,Business - Marketing,-,-,-,-,-,None of the above,English and Cantonese
APGX2WZ59OWDN,APGX2WZ59OWDN,1,1,Female,24,-,-,-,-,-,White,Bachelor’s degree,"Social sciences (e.g., political science, economics, sociology, psychology)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
APPNTU0LE3T9L,APPNTU0LE3T9L,1,3,Female,32,American Indian or Alaskan Native,-,-,-,-,White,"Associate’s degree, occupational","Science or related fields (e.g., physical science, technology, engineering)",,"Science (e.g., physics, chemistry, biology, geology)",-,-,"Mathematics (e.g., calculus, statistics)",-,-,English
AQXRHIMQ7UK7O,AQXRHIMQ7UK7O,1,2,Female,35,-,-,-,-,-,White,Bachelor’s degree,"Humanities (e.g., literature, language, fine arts, law)",,-,-,"Computer science (e.g., programming, interface design, data management)","Mathematics (e.g., calculus, statistics)",-,-,english
